City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
382,ewa beach,90,US,1520995200,78,21.32,-158.01,75.2,8.05
383,sambava,80,MG,1520996972,100,-14.27,50.17,79.01,22.5
384,lafia,8,NG,1520996972,70,8.5,8.51,76.58,10.42
385,terrace,90,CA,1520992800,56,54.52,-128.61,44.6,1.59
386,seoul,75,KR,1520994600,55,37.57,126.98,66.2,10.29
387,torbay,90,CA,1520992800,86,47.66,-52.73,30.2,17.22
388,san lawrenz,20,MT,1520993700,82,36.06,14.2,55.4,5.82
389,half moon bay,75,US,1520994900,87,37.46,-122.43,57.2,6.93
390,minna,8,NG,1520996975,81,9.62,6.55,69.74,2.82
391,dalbandin,0,PK,1520996975,83,28.9,64.41,53.9,5.5
392,qasigiannguit,64,GL,1520995800,72,68.82,-51.19,12.2,10.29
393,huarmey,12,PE,1520996976,78,-10.07,-78.15,64.34,2.93
394,aquiraz,40,BR,1520996400,88,-3.9,-38.39,80.6,6.93
395,phalaborwa,0,ZA,1520996977,93,-23.95,31.14,62.72,2.93
396,caucaia,40,BR,1520996400,88,-3.73,-38.66,80.6,6.93
397,clarksburg,1,US,1520995980,74,39.28,-80.34,28.4,5.82
398,resistencia,0,AR,1520996400,78,-27.45,-58.99,75.2,6.93
399,lata,56,IN,1520996978,64,30.78,78.62,49.58,2.04
400,vila do maio,0,CV,1520992800,47,15.13,-23.22,75.2,17.22
401,watsa,24,CD,1520996979,94,3.04,29.53,63.89,2.71
402,cabra,92,ES,1520994600,87,37.47,-4.43,57.2,8.05
403,deulgaon raja,80,IN,1520996981,58,20.02,76.04,82.52,3.38
404,san andres,44,PH,1520996861,100,13.32,122.68,79.64,9.64
405,naberera,64,TZ,1520996982,94,-4.2,36.93,60.74,2.93
406,lagos,20,NG,1520992800,94,6.46,3.39,80.6,8.08
407,deputatskiy,32,RU,1520996983,60,69.3,139.9,-21.88,4.05
408,brae,76,GB,1520994000,86,60.4,-1.35,39.2,6.93
409,cap-aux-meules,90,CA,1520992800,80,47.38,-61.86,33.8,32.21
410,muros,90,ES,1520994600,93,42.77,-9.06,51.8,19.46
411,porto novo,40,BR,1520996400,88,-23.68,-45.44,73.4,3.36
412,kajaani,90,FI,1520995800,85,64.22,27.73,19.4,11.41
413,tashla,0,RU,1520994600,84,53.71,49.75,1.4,11.18
414,prainha,20,BR,1520996987,100,-1.8,-53.48,75.32,2.93
415,kotelnich,88,RU,1520996987,80,58.31,48.34,23.03,14.0
416,yerbogachen,76,RU,1520996988,68,61.28,108.01,1.79,7.18
417,kastamonu,12,TR,1520996988,94,41.38,33.78,37.88,6.51
418,horsham,0,AU,1520996989,77,-36.71,142.2,70.1,7.4
419,lazarev,12,RU,1520996990,83,52.23,141.51,16.46,9.31
420,pisco,0,PE,1520996400,78,-13.71,-76.2,71.6,2.24
421,oktyabrskoye,8,RU,1520996990,61,56.73,85.44,-2.35,2.93
422,wundanyi,92,KE,1520996991,96,-3.4,38.37,66.32,2.48
423,paamiut,8,GL,1520996991,100,61.99,-49.67,22.76,10.2
424,zhicheng,0,CN,1520996992,81,35.04,112.59,67.31,3.83
425,ust-nera,24,RU,1520996992,59,64.57,143.24,-15.04,2.59
426,general roca,0,AR,1520992800,39,-39.03,-67.58,62.6,5.82
427,sao filipe,0,CV,1520996993,90,14.9,-24.5,72.17,17.02
428,seymchan,12,RU,1520996993,80,62.93,152.39,-13.51,3.6
429,sorong,64,ID,1520996994,100,-0.86,131.25,80.27,6.96
430,hamilton,75,BM,1520996100,51,32.3,-64.78,62.6,25.28
431,soloneshnoye,24,RU,1520996994,68,51.65,84.32,13.94,3.04
432,port-gentil,92,GA,1520996995,98,-0.72,8.78,81.26,4.83
433,loughrea,75,IE,1520994600,87,53.2,-8.57,50.0,23.04
434,lavrentiya,92,RU,1520996996,100,65.58,-170.99,1.97,15.12
435,houma,0,CN,1520996996,49,35.63,111.36,70.64,3.27
436,xai-xai,0,MZ,1520996997,100,-25.04,33.64,72.17,1.14
437,yeniseysk,12,RU,1520996997,75,58.45,92.17,0.26,3.83
438,broome,0,GB,1520994000,93,52.47,1.45,39.2,5.82
439,presidente epitacio,24,BR,1520996998,78,-21.76,-52.12,79.91,2.71
440,ostrovnoy,24,RU,1520996998,72,68.05,39.51,5.84,8.19
441,lebanon,90,US,1520995860,86,43.64,-72.25,30.2,3.36
442,roma,0,IT,1520994000,93,41.89,12.48,50.0,4.7
443,camacha,40,PT,1520994600,88,33.08,-16.33,64.4,2.24
444,archidona,0,EC,1520997000,87,-0.91,-77.81,57.86,3.71
445,goundi,76,TD,1520997001,43,9.36,17.37,83.69,3.6
446,wilson,75,US,1520995200,74,35.72,-77.92,42.8,2.93
447,pori,64,FI,1520995800,85,61.49,21.79,24.8,14.99
448,hami,0,CN,1520997004,58,42.84,93.51,53.36,5.39
449,daund,0,IN,1520997004,41,18.46,74.58,78.29,4.83
450,bama,92,CN,1520997005,93,24.14,107.25,65.6,5.39
451,snezhnogorsk,40,RU,1520994600,76,69.19,33.23,-4.01,2.24
452,marsh harbour,64,BS,1520996714,100,26.54,-77.06,67.49,5.73
453,plettenberg bay,92,ZA,1520997006,100,-34.05,23.37,69.47,9.98
454,axim,32,GH,1520997006,100,4.87,-2.24,80.72,6.62
455,aguimes,75,ES,1520994600,77,27.91,-15.45,62.6,8.05
456,la ronge,40,CA,1520992800,74,55.1,-105.3,30.2,2.59
457,durazno,0,UY,1520997007,65,-33.38,-56.52,57.59,3.6
458,nhulunbuy,75,AU,1520996400,78,-12.18,136.78,80.6,17.22
459,sinnamary,100,GF,1520997008,97,5.38,-52.96,79.01,12.33
460,chumikan,68,RU,1520997009,66,54.72,135.31,14.84,3.94
461,hirara,40,JP,1520992800,60,24.8,125.28,75.2,11.41
462,santa elena,0,EC,1520996400,83,-2.23,-80.86,77.0,4.7
463,digby,92,CA,1520996855,100,44.62,-65.76,35.72,22.28
464,husavik,12,CA,1520997011,86,50.56,-96.99,25.46,11.54
465,marawi,12,PH,1520997011,74,8.0,124.29,79.28,3.15
466,namatanai,44,PG,1520997012,91,-3.66,152.44,86.03,9.98
467,honjo,75,JP,1520992800,76,39.38,140.05,57.2,10.29
468,qingquan,40,TW,1520994600,73,24.58,121.1,80.6,5.82
469,porbandar,0,IN,1520994600,82,21.64,69.61,68.0,4.7
470,morgan city,1,US,1520994900,54,29.7,-91.21,55.4,5.82
471,tezu,8,IN,1520997014,67,27.93,96.16,61.19,1.81
472,bahia honda,0,CU,1520997015,72,22.9,-83.16,65.78,7.96
473,sayat,75,TM,1520992800,87,38.78,63.88,41.0,6.93
474,verkhnevilyuysk,44,RU,1520997016,62,63.45,120.31,-2.89,3.94
475,goundam,64,ML,1520997016,34,16.42,-3.66,74.78,5.17
476,mwinilunga,88,ZM,1520997016,99,-11.73,24.43,63.71,3.6
477,bassar,20,TG,1520997017,92,9.26,0.78,73.7,4.72
478,marquard,0,ZA,1520997017,81,-28.66,27.43,52.91,3.04
479,vallenar,0,CL,1520997018,91,-28.58,-70.76,57.5,1.7
480,karpathos,0,GR,1520994000,67,35.51,27.21,60.8,16.11
481,bonthe,36,SL,1520997019,95,7.53,-12.5,77.48,3.6
482,nemuro,40,JP,1520992800,65,43.32,145.57,41.0,14.99
483,hornepayne,0,CA,1520997020,79,49.22,-84.78,6.11,2.15
484,talas,40,TR,1520994000,70,38.69,35.55,44.6,1.12
485,coahuayana,0,MX,1520997021,55,18.62,-100.35,67.49,2.59
486,saint-denis,24,FR,1520994600,93,48.94,2.36,41.0,3.36
487,cayenne,75,GF,1520996400,78,4.94,-52.33,78.8,6.93
488,banjar,8,ID,1520997022,79,-7.37,108.54,82.07,3.71
489,nerchinskiy zavod,0,RU,1520997023,46,51.31,119.61,14.48,7.74
490,manggar,80,ID,1520997024,98,-2.88,108.27,80.99,4.94
491,hokitika,80,NZ,1520997024,100,-42.72,170.96,59.48,4.72
492,wufeng,40,TW,1520994600,73,24.63,121.12,80.6,5.82
493,oktyabrskiy,0,RU,1520994600,62,55.61,37.97,24.8,13.42
494,itarema,36,BR,1520997025,93,-2.92,-39.92,77.21,7.63
495,manaure,8,CO,1520997025,91,11.78,-72.45,79.46,21.39
496,kiunga,92,PG,1520997026,100,-6.12,141.3,75.77,4.16
497,selcuk,75,TR,1520994000,87,37.95,27.37,50.0,4.7
498,rajanpur,8,PK,1520997027,70,29.1,70.33,66.95,10.2
499,luderitz,48,NA,1520992800,88,-26.65,15.16,62.6,8.05
500,erzin,90,TR,1520994000,100,36.95,36.2,55.4,3.36
501,east wemyss,0,GB,1520995800,92,56.16,-3.06,33.8,2.24
502,sarishabari,0,BD,1520997029,80,24.75,89.83,75.77,5.84
503,nola,92,CF,1520997029,88,3.52,16.05,72.26,2.48
504,mehamn,32,NO,1520997030,83,71.03,27.85,14.48,7.4
505,antalaha,48,MG,1520997030,96,-14.9,50.28,76.4,15.57
506,mtambile,56,TZ,1520997031,100,-5.38,39.7,79.91,8.19
507,poronaysk,8,RU,1520997031,87,49.22,143.1,21.95,8.97
508,mango,20,IT,1520994000,87,44.69,8.15,50.0,4.7
509,birjand,0,IR,1520992800,51,32.86,59.22,37.4,6.93
510,kinkala,80,CG,1520992800,74,-4.35,14.75,78.8,11.41
511,lipin bor,92,RU,1520997033,93,60.26,37.97,36.62,21.16
512,vitim,56,RU,1520997034,58,59.44,112.57,4.94,8.19
513,goderich,64,CA,1520996987,83,43.74,-81.71,27.89,18.81
514,nordby,8,DK,1520994000,96,55.45,8.41,32.0,4.7
515,guerrero negro,48,MX,1520997035,90,27.97,-114.04,61.01,11.77
516,derazhnya,92,UA,1520997035,98,49.27,27.43,37.52,3.71
517,pitea,90,SE,1520994000,92,65.32,21.48,19.4,10.29
518,charters towers,0,AU,1520997036,80,-20.07,146.27,80.99,8.41
519,tateyama,40,JP,1520992800,40,36.66,137.31,68.0,14.99
520,pointe michel,48,DM,1520997037,95,15.25,-61.38,78.11,17.25
521,nargana,92,PA,1520997038,100,9.44,-78.59,79.01,11.65
522,saint-georges,88,CA,1520997038,78,46.12,-70.67,29.78,9.19
523,straumen,90,NO,1520992200,92,63.87,11.3,23.0,5.82
524,tura,48,IN,1520997039,74,25.52,90.21,68.84,4.16
525,krasnovishersk,88,RU,1520997039,86,60.4,57.08,18.71,12.33
526,nome,1,US,1520994900,66,30.04,-94.42,53.6,8.63
527,lenine,100,UA,1520997040,88,45.3,35.78,36.08,13.33
528,devonport,48,AU,1520997041,55,-41.18,146.36,67.58,5.17
529,jinchang,0,CN,1520997042,81,38.52,102.19,46.52,4.83
530,kenora,1,CA,1520994900,58,49.76,-94.48,26.6,11.41
531,makubetsu,20,JP,1520992800,68,42.84,143.34,42.8,20.8
532,maldonado,0,UY,1520996400,87,-34.91,-54.96,55.4,3.36
533,agadir,40,MA,1520994600,87,30.42,-9.58,57.2,4.7
534,kasempa,24,ZM,1520997044,92,-13.46,25.83,63.53,5.73
535,cabimas,48,VE,1520997044,69,10.39,-71.44,86.84,14.67
536,plouzane,75,FR,1520994600,87,48.38,-4.62,50.0,18.34
537,mount pleasant,1,US,1520994900,50,33.16,-94.97,51.8,3.36
538,terrasini,75,IT,1520994000,76,38.15,13.08,57.2,18.34
539,sorata,92,BO,1520997047,100,-15.77,-68.65,57.59,2.15
540,kloulklubed,90,PW,1520995920,59,7.04,134.26,89.6,6.93
541,nizhnevartovsk,0,RU,1520994600,78,60.93,76.58,8.6,11.18
542,noumea,44,NC,1520996400,55,-22.28,166.46,89.6,12.75
543,villa del rosario,20,CO,1520992800,48,7.83,-72.47,86.0,16.11
544,peringat,75,MY,1520992800,74,5.99,102.3,84.2,3.36
545,almaznyy,20,RU,1520997051,87,48.03,40.04,19.88,18.03
546,xining,0,CN,1520997051,24,36.62,101.77,48.68,3.6
547,jiayuguan,8,CN,1520997052,67,39.77,98.29,40.58,3.6
548,madimba,75,CM,1520992800,94,4.42,9.93,77.0,5.82
549,la massana,20,FR,1520997052,65,42.54,1.52,20.06,2.15
550,mastic beach,90,US,1520994900,74,40.77,-72.85,35.6,10.29
551,san quintin,20,PH,1520992800,35,17.54,120.52,87.8,2.24
552,tuy hoa,36,VN,1520997054,88,13.08,109.3,76.04,2.71
553,veraval,0,FR,1520994600,100,49.65,0.71,41.0,8.05
554,price,20,US,1520992380,32,39.6,-110.81,51.8,5.82
555,pandamatenga,20,BW,1520997055,89,-18.54,25.64,62.18,5.61
556,viedma,0,AR,1520997055,40,-40.81,-62.99,55.61,11.43
557,san jeronimo,92,PE,1520997056,99,-13.65,-73.37,45.17,1.59
